variant_sentence,sentence,true_idioms,num_models_confused,total_models,confusion_rate,confused_models,id10m_num_models_confused,id10m_total_models,id10m_confusion_rate,id10m_confused_models,real_confused_models,num_real_confusions
"Seine einzige künstlerische Hinterlassenschaft im Ministeriumsgebäude war eine umstrittene Skulptur, die er selbst entworfen hatte und die eine stilisierte Rose darstellte, die aus einem Sehorgan wuchs, dabei blieb er allerdings politisch eher ein Hinterbänkler und blieb stets ein Dorn im Auge der Ministerialbürokratie.",Dabei blieb er allerdings politisch eher ein Hinterbänkler und blieb stets ein Dorn im Auge der Ministerialbürokratie.,['Dorn im Auge'],0,9,0.0%,,0,9,0.0%,,,0
"In den internen Sicherheitsakten des Hotels wurde seine Akte mit einem Symbol versehen – einer kleinen, scharfen Spitze, die auf eine Pupille zielte – um auf seine unvorhersehbaren Anfragen hinzuweisen. Unabhängig davon hatte er auch eine politische Karriere die er grade beendet hatte. Dabei blieb er allerdings politisch eher ein Hinterbänkler und blieb stets ein Dorn im Auge der Ministerialbürokratie.",Dabei blieb er allerdings politisch eher ein Hinterbänkler und blieb stets ein Dorn im Auge der Ministerialbürokratie.,['Dorn im Auge'],0,9,0.0%,,0,9,0.0%,,,0
"Die Lage in der Stadt spitzte sich zu und interne Konflikte brachen offen aus, besonders unter den Widerstandsgruppen, von denen eine, angeführt von einer Person mit dem Decknamen ‚V1' (wie das Kampfflugzeug V1), für ihre unberechenbaren Aktionen bekannt war. Der Bahnhof war aber nicht nur von feindlichen Angriffen betroffen: Am 12.September 1944 beschädigte eine außer Kontrolle geratene und abstürzende V1 den Bahnhof.",Der Bahnhof war aber nicht nur von feindlichen Angriffen betroffen: Am 12.September 1944 beschädigte eine außer Kontrolle geratene und abstürzende V1 den Bahnhof.,['außer Kontrolle geratene'],7,9,77.8%,"gemini-2.5-flash-lite, gemini-2.5-pro, gpt-4o, gpt-4o-mini, llama-4-scout, o3-mini, qwen-2.5-72b-instruct",7,9,77.8%,"deepseek-r1, gemini-2.5-flash-lite, gemini-2.5-pro, gpt-4o, gpt-4o-mini, llama-4-scout, o3-mini",qwen-2.5-72b-instruct,1
"Im Rahmen eines avantgardistischen Theaterstücks, das im Bahnhofsgebäude aufgeführt wurde, sollte eine aufwendige Requisite namens ‚V1' (wie das Kampfflugzeug V1) von der Decke schweben, um die Gefahren der Technik zu symbolisieren, doch bei der Generalprobe versagte der Hebemechanismus. Der Bahnhof war aber nicht nur von feindlichen Angriffen betroffen: Am 12.September 1944 beschädigte eine außer Kontrolle geratene und abstürzende V1 den Bahnhof.",Der Bahnhof war aber nicht nur von feindlichen Angriffen betroffen: Am 12.September 1944 beschädigte eine außer Kontrolle geratene und abstürzende V1 den Bahnhof.,['außer Kontrolle geratene'],4,9,44.4%,"gpt-4o, gpt-4o-mini, llama-4-scout, o3-mini",7,9,77.8%,"deepseek-r1, gemini-2.5-flash-lite, gemini-2.5-pro, gpt-4o, gpt-4o-mini, llama-4-scout, o3-mini",,0
"Der örtliche Modellflugverein veranstaltete eine große Ausstellung in der Bahnhofshalle, um historische Fluggeräte vorzuführen, darunter ein ferngesteuertes Modell, das als 'V1' bezeichnet wurde. Der Bahnhof war aber nicht nur von feindlichen Angriffen betroffen: Am 12.September 1944 beschädigte eine außer Kontrolle geratene und abstürzende V1 den Bahnhof.",Der Bahnhof war aber nicht nur von feindlichen Angriffen betroffen: Am 12.September 1944 beschädigte eine außer Kontrolle geratene und abstürzende V1 den Bahnhof.,['außer Kontrolle geratene'],5,9,55.6%,"gemini-2.5-pro, gpt-4o, gpt-4o-mini, llama-4-scout, o3-mini",7,9,77.8%,"deepseek-r1, gemini-2.5-flash-lite, gemini-2.5-pro, gpt-4o, gpt-4o-mini, llama-4-scout, o3-mini",,0
"Im Übersetzungsseminar wurde darüber debattiert, wie die Wahl der Synonyme die semantische Wirkung eines Textes verändert, und der Dozent fasste zusammen: Die Output-Signale hängen nicht nur von der Kombination der Inputs, sondern auch von der richtigen Reihenfolge der Inputs ab: Mit anderen Worten, das richtige password muss eingegeben werden.","Die Output-Signale hängen nicht nur von der Kombination der Inputs, sondern auch von der richtigen Reihenfolge der Inputs ab: Mit anderen Worten, das richtige password muss eingegeben werden.",['Mit anderen Worten'],2,9,22.2%,"gpt-4o, qwen-2.5-72b-instruct",3,9,33.3%,"deepseek-r1, gpt-4o, o3-mini",qwen-2.5-72b-instruct,1
"Der Paartherapeut erklärte dem zerstrittenen Ehepaar, wie ihre Kommunikation scheiterte, da subtile nonverbale Gesten entscheidend sind und die Output-Signale hängen nicht nur von der Kombination der Inputs, sondern auch von der richtigen Reihenfolge der Inputs ab: Mit anderen Worten, das richtige password muss eingegeben werden.","Die Output-Signale hängen nicht nur von der Kombination der Inputs, sondern auch von der richtigen Reihenfolge der Inputs ab: Mit anderen Worten, das richtige password muss eingegeben werden.",['Mit anderen Worten'],5,9,55.6%,"gemini-2.5-flash-lite, gemini-2.5-pro, gpt-4o, llama-4-scout, qwen-2.5-72b-instruct",3,9,33.3%,"deepseek-r1, gpt-4o, o3-mini","gemini-2.5-flash-lite, gemini-2.5-pro, llama-4-scout, qwen-2.5-72b-instruct",4
"Beim Experimentieren mit dem neuen modularen Synthesizer, dessen Klangmuster sich dynamisch veränderten, bemerkte die Musikerin, dass die Output-Signale hängen nicht nur von der Kombination der Inputs, sondern auch von der richtigen Reihenfolge der Inputs ab: Mit anderen Worten, das richtige password muss eingegeben werden.","Die Output-Signale hängen nicht nur von der Kombination der Inputs, sondern auch von der richtigen Reihenfolge der Inputs ab: Mit anderen Worten, das richtige password muss eingegeben werden.",['Mit anderen Worten'],4,9,44.4%,"gemini-2.5-flash-lite, gpt-4o, llama-4-scout, qwen-2.5-72b-instruct",3,9,33.3%,"deepseek-r1, gpt-4o, o3-mini","gemini-2.5-flash-lite, llama-4-scout, qwen-2.5-72b-instruct",3
"Die junge Kardiologin musste ihre Forschung zur Transplantation von Spenderorganen aufgeben. Im Juli desselben Jahres nahm sie Abschied von ihrem Heimatsort, ging nach Yan’an und widmete sich von ganzem Herzen der Sache des Kriegs gegen die japanische Aggression.","Im Juli desselben Jahres nahm sie Abschied von ihrem Heimatsort, ging nach Yan’an und widmete sich von ganzem Herzen der Sache des Kriegs gegen die japanische Aggression.",['von ganzem Herzen'],2,9,22.2%,"gemini-2.5-flash-lite, gpt-4o-mini",4,9,44.4%,"gpt-4o, gpt-4o-mini, llama-4-scout, qwen-2.5-72b-instruct",gemini-2.5-flash-lite,1
"Sie hatte ihre letzte anatomische Skulptur fertiggestellt, ein Meisterwerk, das ein komplettes menschliches Organ darstellte. Im Juli desselben Jahres nahm sie Abschied von ihrem Heimatsort, ging nach Yan’an und widmete sich von ganzem Herzen der Sache des Kriegs gegen die japanische Aggression.","Im Juli desselben Jahres nahm sie Abschied von ihrem Heimatsort, ging nach Yan’an und widmete sich von ganzem Herzen der Sache des Kriegs gegen die japanische Aggression.",['von ganzem Herzen'],2,9,22.2%,"gemini-2.5-flash-lite, gpt-4o-mini",4,9,44.4%,"gpt-4o, gpt-4o-mini, llama-4-scout, qwen-2.5-72b-instruct",gemini-2.5-flash-lite,1
"In ihrer Familie war es Tradition, für große Feste ein Tier vollständig zu verwerten, eine Praxis, die sie gerade erlernt hatte, als im Juli desselben Jahres nahm sie Abschied von ihrem Heimatsort, ging nach Yan’an und widmete sich von ganzem Herzen der Sache des Kriegs gegen die japanische Aggression.","Im Juli desselben Jahres nahm sie Abschied von ihrem Heimatsort, ging nach Yan’an und widmete sich von ganzem Herzen der Sache des Kriegs gegen die japanische Aggression.",['von ganzem Herzen'],3,9,33.3%,"gemini-2.5-flash-lite, gpt-4o, gpt-4o-mini",4,9,44.4%,"gpt-4o, gpt-4o-mini, llama-4-scout, qwen-2.5-72b-instruct",gemini-2.5-flash-lite,1
"In der Parlamentsdebatte ging es sowohl um die juristische Grundlage ihrer Autorität als auch um die Eigentumsrechte an den Ländereien der Stämme. Diese Verordnung veränderte den Status der Häuptlinge, also der traditionellen indigenen Stammesführer, von Grund auf.","Diese Verordnung veränderte den Status der Häuptlinge, also der traditionellen indigenen Stammesführer, von Grund auf.",['von Grund auf'],2,9,22.2%,"gemini-2.5-flash-lite, gpt-4o-mini",2,9,22.2%,"gpt-4o-mini, llama-4-scout",gemini-2.5-flash-lite,1
"Nachdem das alte Stammeszentrum abgerissen wurde, um Platz für einen modernen Verwaltungsbau zu schaffen, wurden auch die Machtstrukturen neu geordnet. Diese Verordnung veränderte den Status der Häuptlinge, also der traditionellen indigenen Stammesführer, von Grund auf.","Diese Verordnung veränderte den Status der Häuptlinge, also der traditionellen indigenen Stammesführer, von Grund auf.",['von Grund auf'],2,9,22.2%,"gpt-4o-mini, llama-4-scout",2,9,22.2%,"gpt-4o-mini, llama-4-scout",,0
"Die Kolonialverwaltung führte eine umfassende Landreform durch, bei der jedes Stück Land neu vermessen und im Katasteramt registriert werden musste. Diese Verordnung veränderte den Status der Häuptlinge, also der traditionellen indigenen Stammesführer, von Grund auf.","Diese Verordnung veränderte den Status der Häuptlinge, also der traditionellen indigenen Stammesführer, von Grund auf.",['von Grund auf'],2,9,22.2%,"gpt-4o-mini, llama-4-scout",2,9,22.2%,"gpt-4o-mini, llama-4-scout",,0
"Nachdem wir die kritischen Systeme des havarierten Dampfschiffs gesichert hatten und der Kesseldruck gefährlich anstieg, zu dem Zeitpunkt erlaubten NZPO2 und ich, den Schnaps auszugeben, der den Absturz überstanden hatte, und wir feierten eine Party (makaber, aber wir mussten einfach Dampf ablassen).","Zu dem Zeitpunkt erlaubten NZPO2 und ich, den Schnaps auszugeben, der den Absturz überstanden hatte, und wir feierten eine Party (makaber, aber wir mussten einfach Dampf ablassen).",['Dampf ablassen'],0,9,0.0%,,0,9,0.0%,,,0
"In der Feldküche, nachdem das Regal mit den Vorräten zusammengebrochen war und der große Suppenkessel bedrohlich zischte, zu dem Zeitpunkt erlaubten NZPO2 und ich, den Schnaps auszugeben, der den Absturz überstanden hatte, und wir feierten eine Party (makaber, aber wir mussten einfach Dampf ablassen).","Zu dem Zeitpunkt erlaubten NZPO2 und ich, den Schnaps auszugeben, der den Absturz überstanden hatte, und wir feierten eine Party (makaber, aber wir mussten einfach Dampf ablassen).",['Dampf ablassen'],0,9,0.0%,,0,9,0.0%,,,0
"Unsere Forschungsstation am Geysirfeld hatte einen kompletten Systemausfall, und die geothermische Bohrung wurde instabil, zu dem Zeitpunkt erlaubten NZPO2 und ich, den Schnaps auszugeben, der den Absturz überstanden hatte, und wir feierten eine Party (makaber, aber wir mussten einfach Dampf ablassen).","Zu dem Zeitpunkt erlaubten NZPO2 und ich, den Schnaps auszugeben, der den Absturz überstanden hatte, und wir feierten eine Party (makaber, aber wir mussten einfach Dampf ablassen).",['Dampf ablassen'],0,9,0.0%,,0,9,0.0%,,,0
"In der kontroversen Kunstinstallation, die das unvorhersehbare Verhalten von KI thematisierte, ein begleitender menschlicher Fahrer mit einem ""roten Knopf"" garantierte, dass das Fahrzeug nicht außer Kontrolle geraten und eine Gefahr für die Öffentlichkeit werden konnte.","Ein begleitender menschlicher Fahrer mit einem ""roten Knopf"" garantierte, dass das Fahrzeug nicht außer Kontrolle geraten und eine Gefahr für die Öffentlichkeit werden konnte.",['außer Kontrolle geraten'],5,9,55.6%,"gemini-2.5-flash-lite, gemini-2.5-pro, gpt-4o, gpt-4o-mini, o3-mini",4,9,44.4%,"gemini-2.5-flash-lite, gemini-2.5-pro, gpt-4o-mini, o3-mini",gpt-4o,1
"Bei den Dreharbeiten für die Verfolgungsjagd, bei der sowohl die Emotionen des Hauptdarstellers als auch die komplexe Pyrotechnik genau überwacht werden mussten war die Situation wie folgt: Ein begleitender menschlicher Fahrer mit einem ""roten Knopf"" garantierte, dass das Fahrzeug nicht außer Kontrolle geraten und eine Gefahr für die Öffentlichkeit werden konnte.","Ein begleitender menschlicher Fahrer mit einem ""roten Knopf"" garantierte, dass das Fahrzeug nicht außer Kontrolle geraten und eine Gefahr für die Öffentlichkeit werden konnte.",['außer Kontrolle geraten'],5,9,55.6%,"gemini-2.5-flash-lite, gemini-2.5-pro, gpt-4o, gpt-4o-mini, o3-mini",4,9,44.4%,"gemini-2.5-flash-lite, gemini-2.5-pro, gpt-4o-mini, o3-mini",gpt-4o,1
"Im Rahmen des psychologischen Experiments zur Untersuchung von Panikreaktionen in virtuellen Umgebungen wurden die Probanden in eine skurrile Situation gebracht. Ein begleitender menschlicher Fahrer mit einem ""roten Knopf"" garantierte, dass das Fahrzeug nicht außer Kontrolle geraten und eine Gefahr für die Öffentlichkeit werden konnte.","Ein begleitender menschlicher Fahrer mit einem ""roten Knopf"" garantierte, dass das Fahrzeug nicht außer Kontrolle geraten und eine Gefahr für die Öffentlichkeit werden konnte.",['außer Kontrolle geraten'],5,9,55.6%,"gemini-2.5-flash-lite, gemini-2.5-pro, gpt-4o, gpt-4o-mini, o3-mini",4,9,44.4%,"gemini-2.5-flash-lite, gemini-2.5-pro, gpt-4o-mini, o3-mini",gpt-4o,1
"Das Hauptgebäude war um einen alten Uhrenturm herum konstruiert, dessen Ziffernblatt den Mittelpunkt des Innenhofs bildete. In den letzten 20 Jahren seines Bestehens war das Taunusheim das Zuhause von bis zu 18 Kindern und Jugendlichen im Alter von 6 bis 18 Jahren, welche rund um die Uhr in zwei Gruppen betreut wurden.","In den letzten 20 Jahren seines Bestehens war das Taunusheim das Zuhause von bis zu 18 Kindern und Jugendlichen im Alter von 6 bis 18 Jahren, welche rund um die Uhr in zwei Gruppen betreut wurden.",['rund um die Uhr'],2,9,22.2%,"gemini-2.5-flash-lite, gpt-4o-mini",5,9,55.6%,"gemini-2.5-flash-lite, gpt-4o, gpt-4o-mini, llama-4-scout, o3-mini",,0
"Ein brand neues pädagogisches Konzept welches nächstes Jahr eingeführt wird sah vor, den Tagesablauf visuell darzustellen, wofür ein riesiges Ziffernblatt auf den Boden des Hauptgemeinschaftsraumes gemalt wurde; in den letzten 20 Jahren seines Bestehens war das Taunusheim das Zuhause von bis zu 18 Kindern und Jugendlichen im Alter von 6 bis 18 Jahren, welche rund um die Uhr in zwei Gruppen betreut wurden.","In den letzten 20 Jahren seines Bestehens war das Taunusheim das Zuhause von bis zu 18 Kindern und Jugendlichen im Alter von 6 bis 18 Jahren, welche rund um die Uhr in zwei Gruppen betreut wurden.",['rund um die Uhr'],6,9,66.7%,"gemini-2.5-flash-lite, gpt-4o, gpt-4o-mini, llama-4-scout, o3-mini, qwen-2.5-72b-instruct",5,9,55.6%,"gemini-2.5-flash-lite, gpt-4o, gpt-4o-mini, llama-4-scout, o3-mini",qwen-2.5-72b-instruct,1
"Als zentrales Element im Foyer diente eine große, antike Standuhr, die von einem Gönner gestiftet wurde und als beliebter Treffpunkt für die Kinder galt; in den letzten 20 Jahren seines Bestehens war das Taunusheim das Zuhause von bis zu 18 Kindern und Jugendlichen im Alter von 6 bis 18 Jahren, welche rund um die Uhr in zwei Gruppen betreut wurden.","In den letzten 20 Jahren seines Bestehens war das Taunusheim das Zuhause von bis zu 18 Kindern und Jugendlichen im Alter von 6 bis 18 Jahren, welche rund um die Uhr in zwei Gruppen betreut wurden.",['rund um die Uhr'],2,9,22.2%,"gpt-4o-mini, qwen-2.5-72b-instruct",5,9,55.6%,"gemini-2.5-flash-lite, gpt-4o, gpt-4o-mini, llama-4-scout, o3-mini",qwen-2.5-72b-instruct,1
"Die Situation im Gefängnishof eskaliert und die Wärter verlieren die Übersicht über die gewalttätige Menge. Pollo und Monica holen den lebenden Feuerwehrmann heraus, der erklärt, dass einige Häftlinge versuchten, den Feuerwehrwagen zu übernehmen, weshalb er außer Kontrolle geriet.","Pollo und Monica holen den lebenden Feuerwehrmann heraus, der erklärt, dass einige Häftlinge versuchten, den Feuerwehrwagen zu übernehmen, weshalb er außer Kontrolle geriet.",['außer Kontrolle geriet'],7,9,77.8%,"claude-sonnet-4-20250514, deepseek-r1, gemini-2.5-flash-lite, gpt-4o, gpt-4o-mini, llama-4-scout, o3-mini",6,9,66.7%,"claude-sonnet-4-20250514, gemini-2.5-flash-lite, gpt-4o, gpt-4o-mini, llama-4-scout, o3-mini",deepseek-r1,1
"Der gesamte Rettungsplan war zusammengebrochen und die Einsatzleitung hatte jegliche strategische Übersicht verloren. Währenddessen passierte es: Pollo und Monica holen den lebenden Feuerwehrmann heraus, der erklärt, dass einige Häftlinge versuchten, den Feuerwehrwagen zu übernehmen, weshalb er außer Kontrolle geriet.","Pollo und Monica holen den lebenden Feuerwehrmann heraus, der erklärt, dass einige Häftlinge versuchten, den Feuerwehrwagen zu übernehmen, weshalb er außer Kontrolle geriet.",['außer Kontrolle geriet'],4,9,44.4%,"claude-sonnet-4-20250514, gpt-4o, gpt-4o-mini, llama-4-scout",6,9,66.7%,"claude-sonnet-4-20250514, gemini-2.5-flash-lite, gpt-4o, gpt-4o-mini, llama-4-scout, o3-mini",,0
"In der Einsatzzentrale tobte ein interner Machtkampf, der die gesamte Operation zu lähmen drohte. Währenddessen draußen: Pollo und Monica holen den lebenden Feuerwehrmann heraus, der erklärt, dass einige Häftlinge versuchten, den Feuerwehrwagen zu übernehmen, weshalb er außer Kontrolle geriet.","Pollo und Monica holen den lebenden Feuerwehrmann heraus, der erklärt, dass einige Häftlinge versuchten, den Feuerwehrwagen zu übernehmen, weshalb er außer Kontrolle geriet.",['außer Kontrolle geriet'],5,9,55.6%,"claude-sonnet-4-20250514, gpt-4o, gpt-4o-mini, llama-4-scout, o3-mini",6,9,66.7%,"claude-sonnet-4-20250514, gemini-2.5-flash-lite, gpt-4o, gpt-4o-mini, llama-4-scout, o3-mini",,0
